exposure	outcome_phenocode	method	nsnp	b	se	pval
BMI	spondylosis	Inverse variance weighted	492	0.33219001080541	0.0315479638671484	6.30474546726865e-26
BMI	spondylosis	Simple mode	492	0.334354581681462	0.175755220954055	0.0577052864431361
BMI	spondylosis	Weighted mode	492	0.0870241565363585	0.0951457521152253	0.360829341464254
BMI	stroke_all	MR Egger	487	0.015097424723446	0.0773266450410975	0.845285104377481
BMI	stroke_all	Weighted median	487	0.123168034043103	0.0528032340567466	0.0196699346453319
BMI	stroke_all	Inverse variance weighted	487	0.158884434687771	0.0289050056985819	3.86790452009062e-08
BMI	stroke_all	Simple mode	487	0.08844562070266	0.134762429977493	0.511936773559798
BMI	stroke_all	Weighted mode	487	0.0625065117619719	0.0718330607467926	0.384640603755777
BMI	tendon	MR Egger	491	0.0662497999783796	0.0590892296998488	0.262760546422306
BMI	tendon	Weighted median	491	0.129900812025612	0.0366320452764989	0.000390981200336412
BMI	tendon	Inverse variance weighted	491	0.171599579593541	0.0231870466298128	1.3550351526939e-13
BMI	tendon	Simple mode	491	0.142882037139068	0.0969733920792734	0.141281292515093
BMI	tendon	Weighted mode	491	0.122669081326557	0.0551076971604393	0.0264690615329354
BMI	thromboembolic	MR Egger	488	0.462599253110521	0.0758159501759307	2.14658548363421e-09
BMI	thromboembolic	Weighted median	488	0.374106529672232	0.0452129608639607	1.29190213891383e-16
BMI	thromboembolic	Inverse variance weighted	488	0.410959939260194	0.0297167630478041	1.69829587384265e-43
BMI	thromboembolic	Simple mode	488	0.456171762116473	0.152284970076735	0.00287943878666755
BMI	thromboembolic	Weighted mode	488	0.269723103722886	0.0971909123582717	0.0057291611523643
BMI	TIA	MR Egger	487	-0.134224477309512	0.0869673028958019	0.123388348347775
BMI	TIA	Weighted median	487	0.02997774643199	0.0481172401138805	0.533274882148583
BMI	TIA	Inverse variance weighted	487	0.0781977789565671	0.0332537225640311	0.018695395471875
BMI	TIA	Simple mode	487	0.203518938935487	0.173819652396142	0.242227756411177
BMI	TIA	Weighted mode	487	-0.189030672337814	0.0957670208058382	0.048963597068208
BMI	tinnitus	MR Egger	490	-0.0109285288911389	0.107278881767369	0.918901489764094
BMI	tinnitus	Weighted median	490	-0.0447089435639609	0.0618397808748825	0.469691985067014
BMI	tinnitus	Inverse variance weighted	490	-0.0900795394461067	0.0391025259688287	0.0212408540959628
BMI	tinnitus	Simple mode	490	0.0255190244944297	0.165779420229935	0.877725589889462
BMI	tinnitus	Weighted mode	490	-0.0386478029716404	0.100917381841014	0.701912293329152
BMI	ulc_colitis	MR Egger	491	-0.191141446005141	0.115571740249717	0.0987942421408319
BMI	ulc_colitis	Weighted median	491	-0.128397113877703	0.0715668138212243	0.0727992311132978
BMI	ulc_colitis	Inverse variance weighted	491	-0.0518516425003982	0.0449395887055728	0.248579025604301
BMI	ulc_colitis	Simple mode	491	-0.00818058864817139	0.199060515969088	0.967236112064546
BMI	ulc_colitis	Weighted mode	491	-0.156790503918472	0.112681018579516	0.164719038257036
BMI	ulcer_peptic	MR Egger	490	0.183807606041076	0.0844669703698685	0.0300275941485073
BMI	ulcer_peptic	Weighted median	490	0.273217367048466	0.0611418998937854	7.87411898542394e-06
BMI	ulcer_peptic	Inverse variance weighted	490	0.271344509640522	0.0323813351190259	5.30817740797051e-17
BMI	ulcer_peptic	Simple mode	490	0.467954500582849	0.175804397779089	0.008028475346265
BMI	ulcer_peptic	Weighted mode	490	0.330965433461947	0.100905854417977	0.00111235323449325
BMI	urine_incont	MR Egger	492	0.202051596499483	0.098499507292139	0.0407692876895797
BMI	urine_incont	Weighted median	492	0.345664648437861	0.0528692626337875	6.23042980673035e-11
BMI	urine_incont	Inverse variance weighted	492	0.352343232826858	0.037179553073465	2.62197506773783e-21
BMI	urine_incont	Simple mode	492	0.303729380579135	0.182832242300863	0.0973023340368034
BMI	urine_incont	Weighted mode	492	0.334772876949153	0.125584765342678	0.00793573238181301
BMI	urolithiasis	MR Egger	489	0.207314586341223	0.125275470285983	0.0985951929856866
BMI	urolithiasis	Weighted median	489	0.137429250366331	0.0592224758277345	0.0203106561768642
BMI	urolithiasis	Inverse variance weighted	489	0.23976270721516	0.0463239447842698	2.26956564553038e-07
BMI	urolithiasis	Simple mode	489	0.0865931607649655	0.233442018191584	0.710842623628296
BMI	urolithiasis	Weighted mode	489	-0.157190425783702	0.158635160488949	0.322229022499971
BMI	valve_nonrheumatic	MR Egger	488	0.202174037273231	0.073371329852637	0.00608048697524235
BMI	valve_nonrheumatic	Weighted median	488	0.227075720089414	0.0476075293891321	1.84460334319841e-06
BMI	valve_nonrheumatic	Inverse variance weighted	488	0.180273235418816	0.0283274582662454	1.96688628963346e-10
BMI	valve_nonrheumatic	Simple mode	488	0.259090648368248	0.144656904535883	0.0739029355275261
BMI	valve_nonrheumatic	Weighted mode	488	0.259090648368248	0.0822515234838274	0.00173322040115097
